"BoxOffDomIA" "Anno" "Sequel" "Tipo" "Fonte" "Metodo_Prod" "Genere" "Rating" "Budget"
"The Wackness 2008" 2.282435 2008 0 "Historical Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 6
"The Visitor 2008" 10.359223 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 4
"The Virgin Suicides 2000" 7.113403 2000 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "R" 6
"The Village 2004" 145.089139 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 71.682975
"The Upside of Anger 2005" 23.093935 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 12
"The Ultimate Gift 2007" 3.943548 2007 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 9
"The U.S. vs John Lennon 2006" 1.336053 2006 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG-13" NA
"The Tuxedo 2002" 68.676304 2002 0 "Science Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 60
"The Truth About Charlie 2002" 7.188626 2002 0 "Contemporary Fiction" "Remake" "Live Action" "Thriller/Suspense" "PG-13" NA
"The Transporter 2 2005" 53.045914 2005 1 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 32
"The Transporter 2002" 34.351316 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 21
"The Time Machine 2002" 76.978177 2002 0 "Science Fiction" "Fiction Source" "Live Action" "Avventura" "PG-13" 80
"The Tigger Movie 2000" 66.665995 2000 0 "Kids Fiction" "Other" "Hand Animation" "Avventura" "G" 20
"The Thing About My Folks 2005" 1.0033 2005 0 NA "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"The Texas Chainsaw Massacre: The Beginning 2006" 47.601656 2006 1 "Historical Fiction" "Remake" "Live Action" "Horror" "R" 16
"The Texas Chainsaw Massacre 2003" 105.183081 2003 0 "Historical Fiction" "Remake" "Live Action" "Horror" "R" 9
"The Terminal 2004" 97.871931 2004 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" 75
"The Ten Commandments 2007" 1.092694 2007 0 "Historical Fiction" "Fiction Source" "Digital Animation" "Avventura" "PG" NA
"The Ten 2007" 0.882725 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"The Tao of Steve 2000" 6.353533 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"The Tale of Despereaux 2008" 55.56987 2008 0 "Kids Fiction" "Fiction Source" "Digital Animation" "Avventura" "G" 60
"The Sweetest Thing 2002" 33.176393 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 43
"The Sum of All Fears 2002" 160.884461 2002 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Azione" "PG-13" 68
"The Strangers 2008" 57.798763 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 9
"The Story of the Weeping Camel 2004" 2.214321 2004 0 "Factual" "Original Screenplay" "Live Action" "Documentario" "PG" NA
"The Stepford Wives 2004" 75.565647 2004 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG-13" 100
"The Station Agent 2003" 7.468098 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 0.5
"The Squid and the Whale 2005" 9.005741 2005 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 1.5
"The Spirit 2008" 21.668039 2008 0 "Super Hero" "Comic/Graphic Novel" "Live Action" "Azione" "PG-13" NA
"The Spiderwick Chronicles 2008" 78.235236 2008 0 "Fantasy" "Fiction Source" "Live Action" "Avventura" "PG" 92.5
"The Son s Room 2002" 1.377578 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Skulls 2000" 51.24428 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" 15
"The Skeleton Key 2005" 58.844251 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Horror" "PG-13" 40
"The Sisterhood of the Traveling Pants 2 2008" 48.449839 2008 1 "Contemporary Fiction" "Fiction Source" "Live Action" "Avventura" "PG-13" 27
"The Singles Ward 2002" 1.698591 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 0.5
"The Simpsons Movie 2007" 210.019657 2007 0 "Contemporary Fiction" "TV" "Digital Animation" "Commedia" "PG-13" 72.5
"The Sidewalks of New York 2001" 3.346125 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 1
"The Shipping News 2001" 15.589796 2001 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 35
"The Shaggy Dog 2006" 73.615404 2006 0 "Fantasy" "Remake" "Live Action" "Commedia" "PG" 60
"The Sentinel 2006" 43.70301 2006 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "PG-13" 60
"The Seeker: The Dark is Rising 2007" 10.085495 2007 0 "Fantasy" "Fiction Source" "Live Action" "Avventura" "PG" NA
"The Secret Lives of Dentists 2003" 4.850717 2003 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" NA
"The Secret Life of Bees 2008" 41.504469 2008 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 11
"The Scorpion King 2002" 123.007948 2002 0 "Fantasy" "Other" "Live Action" "Azione" "PG-13" 60
"The Score 2001" 99.070919 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 68
"The School of Rock 2003" 106.283555 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 20
"The Savages 2007" 7.372345 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 9
"The Santa Clause 3: The Escape Clause 2006" 101.732224 2006 1 "Kids Fiction" "Original Screenplay" "Live Action" "Commedia" "G" NA
"The Santa Clause 2 2002" 188.8826 2002 1 "Kids Fiction" "Original Screenplay" "Live Action" "Commedia" "G" 65
"The Rundown 2003" 62.337209 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 85
"The Rules of Attraction 2002" 8.862009 2002 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "R" 4
"The Ruins 2008" 19.156707 2008 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Horror" "R" 25
"The Royal Tenenbaums 2001" 71.484749 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 28
"The Rookie 2002" 102.661043 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "G" 22
"The Rocker 2008" 7.04334 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 15
"The Road to Perdition 2002" 141.306389 2002 0 "Historical Fiction" "Comic/Graphic Novel" "Live Action" "Drammatico" "R" 80
"The Road to El Dorado 2000" 74.366051 2000 0 "Kids Fiction" "Original Screenplay" "Hand Animation" "Avventura" "PG" 95
"The Road Home 2001" 1.784434 2001 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "G" NA
"The Rising 2005" 1.156248 2005 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "Not Rated" NA
"The Ringer 2005" 43.241113 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"The Ring Two 2005" 93.410057 2005 1 "Contemporary Fiction" "Remake" "Live Action" "Horror" "PG-13" 50
"The Ring 2002" 175.194539 2002 0 "Contemporary Fiction" "Remake" "Live Action" "Horror" "PG-13" 48
"The Return 2006" 9.329215 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" NA
"The Replacements 2000" 65.487087 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 50
"The Recruit 2003" 69.066543 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "PG-13" NA
"The Reaping 2007" 28.814801 2007 0 "Fantasy" "Original Screenplay" "Live Action" "Horror" "R" 40
"The Real Cancun 2003" 4.993849 2003 0 "Factual" "TV" "Live Action" "Documentario" "R" 4
"The Reader 2008" 36.139127 2008 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 32.5
"The R.M. 2003" 1.454498 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 0.5
"The Quiet American 2002" 17.010303 2002 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 20
"The Queen 2006" 66.35662 2006 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" 15
"The Pursuit of Happyness 2006" 192.492433 2006 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" 55
"The Punisher 2004" 42.65349 2004 0 "Super Hero" "Comic/Graphic Novel" "Live Action" "Azione" "R" 33
"The Proposition 2006" 2.292842 2006 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Producers: The Movie Musical 2005" 23.650456 2005 0 "Historical Fiction" "Remake" "Live Action" "Musical" "PG-13" 45
"The Princess Diaries 2: Royal Engagement 2004" 120.890343 2004 1 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "G" 45
"The Princess Diaries 2001" 150.890261 2001 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "G" 30
"The Prince & Me 2004" 35.785639 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 30
"The Prestige 2006" 63.91547 2006 0 "Historical Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "PG-13" 40
"The Powerpuff Girls 2002" 15.497049 2002 0 "Super Hero" "TV" "Hand Animation" "Avventura" "PG" 25
"The Polar Express 2004" 236.393521 2004 0 "Kids Fiction" "Fiction Source" "Digital Animation" "Avventura" "G" NA
"The Pledge 2001" 27.489446 2001 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 45
"The Pirates Who Don t Do Anything: A VeggieTales Movie 2008" 14.264931 2008 1 "Kids Fiction" "Other" "Digital Animation" "Commedia" "G" NA
"The Pink Panther 2006" 99.048377 2006 1 "Historical Fiction" NA "Live Action" "Commedia" "PG" 80
"The Pineapple Express 2008" 95.978205 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 26
"The Pianist 2002" 42.557256 2002 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 35
"The Phantom of the Opera 2004" 63.694629 2004 0 "Historical Fiction" "Other" "Live Action" "Musical" "PG-13" 55
"The Perfect Storm 2000" 267.320861 2000 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG-13" 120
"The Perfect Score 2004" 13.197903 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"The Perfect Man 2005" 19.999209 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 10
"The Perfect Holiday 2007" 6.65269 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" NA
"The Patriot 2000" 165.895432 2000 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 110
"The Passion of the Christ 2004" 471.059905 2004 0 "Historical Fiction" "Other" "Live Action" "Drammatico" "R" 25
"The Painted Veil 2006" 9.272525 2006 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 19.4
"The Pacifier 2005" 139.098948 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 56
"The Others 2001" 134.481073 2001 0 "Historical Fiction" "Original Screenplay" "Live Action" "Horror" "PG-13" 17
"The Other Side of Heaven 2001" 6.429072 2001 0 "Dramatization" "Fiction Source" "Live Action" "Drammatico" "PG" 7
"The Other Boleyn Girl 2008" 29.466578 2008 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 40
"The Original Kings of Comedy 2000" 55.871189 2000 0 "Factual" "Real Life Events" "Live Action" "Concerto" "R" 3
"The Order 2003" 10.022454 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 35
"The One 2001" 61.2043 2001 0 "Science Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 49
"The Omen 2006" 65.778969 2006 0 "Contemporary Fiction" "Remake" "Live Action" "Horror" "R" 25
"The Number 23 2007" 40.359607 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 32
"The Notorious Bettie Page 2006" 1.699396 2006 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"The Notebook 2004" 102.915314 2004 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 30
"The Ninth Gate 2000" 27.305759 2000 0 "Fantasy" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 38
"The Night Listener 2006" 9.439564 2006 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" 4
"The Next Best Thing 2000" 21.933277 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG-13" 25
"The New World 2005" 15.317409 2005 0 "Historical Fiction" "Original Screenplay" "Live Action" "Avventura" "PG-13" 30
"The New Guy 2002" 39.344329 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 13
"The Nativity Story 2006" 45.249963 2006 0 "Dramatization" "Fiction Source" "Live Action" "Drammatico" "PG" 35
"The Nanny Diaries 2007" 29.732771 2007 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Commedia" "PG-13" NA
"The Namesake 2007" 15.561242 2007 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 8.5
"The Musketeer 2001" 37.712827 2001 0 "Historical Fiction" "Fiction Source" "Live Action" "Avventura" "PG-13" 40
"The Mummy: Tomb of the Dragon Emperor 2008" 112.62676 2008 1 "Fantasy" "Remake" "Live Action" "Avventura" "PG-13" 175
"The Mummy Returns 2001" 281.597224 2001 1 "Fantasy" "Remake" "Live Action" "Avventura" "PG-13" 98
"The Motorcycle Diaries 2004" 21.248606 2004 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "R" NA
"The Mothman Prophecies 2002" 47.840692 2002 0 "Science Fiction" "Fiction Source" "Live Action" "Thriller/Suspense" "PG-13" 42
"The Mother 2004" 1.349624 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Mist 2007" 29.335896 2007 0 "Science Fiction" "Fiction Source" "Live Action" "Horror" "R" 13
"The Missing 2003" 35.16842 2003 0 "Historical Fiction" "Fiction Source" "Live Action" "Western" "R" 65
"The Mexican 2001" 93.130735 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "R" 40
"The Messengers 2007" 40.567942 2007 0 "Fantasy" "Original Screenplay" "Live Action" "Horror" "PG-13" 16
"The Merchant of Venice 2004" 4.62328 2004 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "R" 30
"The Medallion 2003" 28.928661 2003 0 "Fantasy" "Original Screenplay" "Live Action" "Commedia" "PG-13" 41
"The Matrix Revolutions 2003" 182.178893 2003 1 "Science Fiction" "Original Screenplay" "Live Action" "Azione" "R" 110
"The Matrix Reloaded 2003" 368.401095 2003 1 "Science Fiction" "Original Screenplay" "Animation/Live Action" "Azione" "R" 127
"The Matador 2005" 15.167192 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 10
"The Master of Disguise 2002" 54.81381 2002 0 "Kids Fiction" "Original Screenplay" "Live Action" "Commedia" "PG" 16
"The Martian Child 2007" 8.60137 2007 0 "Contemporary Fiction" "Fiction Source" "Live Action" "Drammatico" "PG" 27
"The Marine 2006" 22.696855 2006 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "PG-13" 15
"The Manchurian Candidate 2004" 83.789906 2004 0 "Historical Fiction" "Remake" "Live Action" "Thriller/Suspense" "R" 80
"The Man Without a Past 2003" 1.205805 2003 0 "Historical Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"The Man Who Wasn t There 2001" 10.424947 2001 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Man from Elysian Fields 2002" 1.940727 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" NA
"The Man 2005" 10.250846 2005 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" 20
"The Majestic 2001" 38.427811 2001 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "PG" 72
"The Magdalene Sisters 2003" 6.399508 2003 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Machinist 2004" 1.3717 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 5
"The Luzhin Defence 2001" 1.466214 2001 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" NA
"The Love Guru 2008" 35.423457 2008 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "PG-13" NA
"The Lost City 2006" 2.992401 2006 0 "Historical Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 9.6
"The Lords of Dogtown 2005" 13.55016 2005 0 "Dramatization" "Original Screenplay" "Live Action" "Azione" "PG-13" 25
"The Lord of the Rings: The Two Towers 2002" 457.687909 2002 1 "Fantasy" "Fiction Source" "Animation/Live Action" "Avventura" "PG-13" 94
"The Lord of the Rings: The Return of the King 2003" 490.835622 2003 1 "Fantasy" "Fiction Source" "Animation/Live Action" "Avventura" "PG-13" 94
"The Lord of the Rings: The Fellowship of the Ring 2001" 433.200229 2001 0 "Fantasy" "Fiction Source" "Animation/Live Action" "Avventura" "PG-13" 109
"The Lookout 2007" 5.275964 2007 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Longshots 2008" 12.649627 2008 0 "Dramatization" "Real Life Events" "Live Action" "Drammatico" "PG" 23
"The Longest Yard 2005" 194.622093 2005 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "PG-13" 82
"The Lizzie McGuire Movie 2003" 55.835329 2003 0 "Contemporary Fiction" "TV" "Live Action" "Commedia" "PG" 15
"The Little Vampire 2000" 19.843555 2000 0 "Kids Fiction" "Fiction Source" "Live Action" "Commedia" "PG" 22
"The Lion King (IMAX) 2002" 20.658616 2002 0 "Kids Fiction" "Original Screenplay" "Live Action" "Avventura" "G" NA
"The Life of David Gale 2003" 25.7696 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Thriller/Suspense" "R" 50
"The Life Aquatic with Steve Zissou 2004" 30.136123 2004 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Commedia" "R" 50
"The Life and Times of Hank Greenberg 2000" 2.49421 2000 0 "Factual" "Real Life Events" "Live Action" "Documentario" "PG" NA
"The Libertine 2005" 5.818252 2005 0 "Historical Fiction" "Play" "Live Action" "Drammatico" "R" 22
"The Legend of Zorro 2005" 55.828685 2005 1 "Historical Fiction" "Remake" "Live Action" "Avventura" "PG" 80
"The Legend of Johnny Lingo 2003" 2.163832 2003 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Avventura" "G" NA
"The Legend of Drunken Master 2000" 16.902084 2000 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Azione" "R" 2
"The Legend of Bagger Vance 2000" 44.932343 2000 0 "Historical Fiction" "Fiction Source" "Live Action" "Drammatico" "PG-13" 60
"The League of Extraordinary Gentlemen 2003" 86.963501 2003 0 "Super Hero" "Comic/Graphic Novel" "Live Action" "Avventura" "PG-13" 78
"The Last Samurai 2003" 144.5835 2003 0 "Historical Fiction" "Original Screenplay" "Live Action" "Azione" "R" 120
"The Last Mimzy 2007" 24.623049 2007 0 "Science Fiction" "Original Screenplay" "Live Action" "Avventura" "PG" NA
"The Last Legion 2007" 6.8029 2007 0 "Historical Fiction" "Fiction Source" "Live Action" "Azione" "PG-13" 67
"The Last Kiss 2006" 13.990942 2006 0 "Contemporary Fiction" "Remake" "Live Action" "Commedia" "R" NA
"The Last Kiss 2002" 1.42147 2002 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" NA
"The Last King of Scotland 2006" 20.401023 2006 0 "Dramatization" "Fiction Source" "Live Action" "Drammatico" "R" 6
"The Last Castle 2001" 25.381933 2001 0 "Contemporary Fiction" "Original Screenplay" "Live Action" "Drammatico" "R" 60
"The Lake House 2006" 63.035814 2006 0 "Fantasy" "Remake" "Live Action" "Drammatico" "PG" 40
